Filename,Avg_nDCG@5,Avg_nDCG@10,Avg_nDCG@50,Avg_nDCG
output-file_CBOW_win_3@mu_1000@Top_20@LAMBDA_0.15,0.4360977181371810,0.4243954751081730,0.44602894039953300,0.435507377881629
output-file_Skip_win_3@mu_750@Top_15@LAMBDA_0.15,0.43410166809604500,0.43015444051080500,0.4422477259250820,0.435501278177311
output-file_Skip_win_3@mu_1000@Top_15@LAMBDA_0.3,0.43001975006340500,0.4332240281952100,0.44325676071213,0.435500179656915
output-file_CBOW_win_7@mu_1250@Top_10@LAMBDA_0.15,0.43049212264184500,0.42870728144655400,0.44729591270702000,0.43549843893180600
output-file_Skip_win_9@mu_1250@Top_15@LAMBDA_0.15,0.4342015673917020,0.4285767082763720,0.44369112261465300,0.435489799427576
output-file_Skip_win_9@mu_500@Top_10@LAMBDA_0.15,0.4208444295509680,0.43367612785881800,0.45135216534342400,0.435290907584403
output-file_Skip_win_5@mu_1250@Top_10@LAMBDA_0.3,0.4335037600805580,0.43083046319493700,0.44140178700243600,0.43524533675931
output-file_Skip_win_7@mu_1250@Top_10@LAMBDA_0.15,0.4372461515799100,0.4284711819968560,0.43997426328184000,0.435230532286202
output-file_Skip_win_3@mu_1000@Top_5@LAMBDA_0.15,0.42903888323905300,0.4278554567187080,0.448724494112734,0.435206278023498
output-file_CBOW_win_3@mu_1250@Top_15@LAMBDA_0.15,0.43358541659570800,0.4244548289881380,0.4469728144209490,0.435004353334932
output-file_CBOW_win_5@mu_1250@Top_20@LAMBDA_0.15,0.42934222170820100,0.4282944627462120,0.4472455480817980,0.434960744178737
output-file_CBOW_win_9@mu_1250@Top_20@LAMBDA_0.3,0.4251770007318630,0.4328242294274610,0.4467362763286920,0.4349125021626720
output-file_Skip_win_7@mu_250@Top_5@LAMBDA_0.6,0.42776552247304900,0.42005871639234600,0.45674785668486300,0.43485736518341900
output-file_CBOW_win_9@mu_750@Top_20@LAMBDA_0.15,0.4313326382641500,0.42766238111145400,0.44510172481327200,0.434698914729625
output-file_Skip_win_5@mu_1000@Top_15@LAMBDA_0.3,0.4326647333992420,0.43134126939331900,0.4400144382688490,0.434673480353803
output-file_Skip_win_7@mu_1250@Top_10@LAMBDA_0.3,0.43248693728593700,0.4293139446006990,0.4420551604273250,0.43461868077132
output-file_Skip_win_3@mu_500@Top_20@LAMBDA_0.15,0.42069488502248900,0.4361013668405710,0.44692499406193400,0.434573748641665
output-file_Skip_win_7@mu_500@Top_10@LAMBDA_0.15,0.4201405650941690,0.43213962679356000,0.4514354043323830,0.434571865406704
output-file_Skip_win_5@mu_750@Top_20@LAMBDA_0.15,0.43037914978307500,0.428577224612494,0.44451080776388900,0.434489060719819
output-file_Skip_win_9@mu_500@Top_20@LAMBDA_0.15,0.41783713413239000,0.4344509489218900,0.4508067933757710,0.434364958810017
output-file_CBOW_win_7@mu_1250@Top_20@LAMBDA_0.3,0.4293507009785140,0.42833753906071900,0.4450240017582130,0.434237413932482
output-file_CBOW_win_5@mu_750@Top_10@LAMBDA_0.15,0.4311632824580730,0.428128937204766,0.44298356394068900,0.434091927867843
output-file_CBOW_win_3@mu_750@Top_10@LAMBDA_0.15,0.4315469879673060,0.4276964328627280,0.4425733615600760,0.4339389274633700
output-file_Skip_win_3@mu_1250@Top_15@LAMBDA_0.3,0.42763629238200400,0.4328521399925250,0.4411495520069770,0.433879328127169
output-file_CBOW_win_3@mu_1250@Top_15@LAMBDA_0.3,0.42998945304077600,0.4257734710099020,0.4454395153566150,0.433734146469098
output-file_CBOW_win_5@mu_1250@Top_20@LAMBDA_0.3,0.42529037151312400,0.43015164019750400,0.4456165068303190,0.433686172846982
output-file_Skip_win_9@mu_750@Top_20@LAMBDA_0.3,0.42189283313971400,0.43356453339915400,0.44511575937872300,0.43352437530586400
output-file_Skip_win_7@mu_750@Top_20@LAMBDA_0.15,0.43081409276374500,0.42779549455552000,0.44188777275603600,0.43349912002510000
output-file_Skip_win_9@mu_500@Top_5@LAMBDA_0.6,0.4347322025682100,0.4107453205219550,0.45472596761433400,0.433401163568166
output-file_Skip_win_7@mu_1000@Top_5@LAMBDA_0.3,0.43010132696998200,0.4252137942512990,0.44486466600929500,0.433393262410192
output-file_CBOW_win_7@mu_750@Top_20@LAMBDA_0.15,0.4318487241089540,0.42339055840814100,0.4448785994191600,0.433372627312085
output-file_Skip_win_5@mu_750@Top_10@LAMBDA_0.3,0.4313444678437830,0.4282109284295790,0.44031863066980400,0.433291342314389
output-file_CBOW_win_5@mu_1250@Top_5@LAMBDA_0.15,0.4333727884103440,0.42086119341881300,0.4453114133000660,0.433181798376408
output-file_Skip_win_7@mu_500@Top_5@LAMBDA_0.75,0.42941429138094600,0.4211689829507800,0.4487887081775160,0.433123994169747
output-file_Skip_win_9@mu_750@Top_10@LAMBDA_0.3,0.42866367648187500,0.4279526373946020,0.4427551138567980,0.433123809244425
output-file_Skip_win_5@mu_500@Top_20@LAMBDA_0.15,0.4150765993898930,0.43480830082267300,0.4492748349933860,0.433053245068651
output-file_Skip_win_5@mu_500@Top_15@LAMBDA_0.15,0.4186202450202100,0.4317646290091980,0.44853984334952600,0.432974905792978
output-file_CBOW_win_5@mu_750@Top_20@LAMBDA_0.15,0.42872868064288900,0.42368286108890700,0.44625279460871100,0.43288811211350200
output-file_Skip_win_5@mu_1000@Top_10@LAMBDA_0.3,0.4320187216440230,0.42763200882925300,0.43852847622023600,0.432726402231171
output-file_Skip_win_9@mu_1250@Top_20@LAMBDA_0.3,0.4274597051015530,0.43038695172018500,0.44024798840716100,0.4326982150763
output-file_CBOW_win_9@mu_1250@Top_5@LAMBDA_0.15,0.42999385179137300,0.42287855006543200,0.44522161224136700,0.43269800469939100
output-file_Skip_win_9@mu_1250@Top_10@LAMBDA_0.3,0.4309240887650340,0.4288789872539340,0.43820567544570900,0.432669583821559
output-file_Skip_win_3@mu_1250@Top_10@LAMBDA_0.3,0.4308076327202830,0.4275060051602900,0.4396640936043130,0.4326592438282950
output-file_CBOW_win_7@mu_750@Top_10@LAMBDA_0.15,0.42943911435380700,0.42362115407598300,0.4440730398447410,0.432377769424844
output-file_Skip_win_3@mu_500@Top_15@LAMBDA_0.15,0.419114454208189,0.4309472409384440,0.4470584359504730,0.432373377032369
output-file_Skip_win_7@mu_750@Top_5@LAMBDA_0.3,0.4283623391946920,0.4231817382423130,0.4454339826751720,0.4323260200373920
output-file_CBOW_win_5@mu_1000@Top_5@LAMBDA_0.15,0.4300467754593130,0.42115819596315600,0.4453773427244240,0.432194104715631
output-file_CBOW_win_3@mu_1250@Top_20@LAMBDA_0.3,0.4251369987458220,0.4261416022078240,0.44491169939339900,0.432063433449015
output-file_Skip_win_9@mu_500@Top_5@LAMBDA_0.75,0.4364412635132980,0.41251757283350600,0.44698056234237900,0.431979799563061
output-file_CBOW_win_3@mu_500@Top_20@LAMBDA_0.15,0.41782413839038,0.430174364611924,0.44772638528038200,0.431908296094229
output-file_Skip_win_9@mu_1000@Top_10@LAMBDA_0.3,0.4285398338480160,0.43018195407859000,0.4361540055336800,0.431625264486762
output-file_Skip_win_9@mu_750@Top_5@LAMBDA_0.6,0.4284963895187860,0.4128204776754290,0.45131386237990200,0.430876909858039
output-file_Skip_win_5@mu_500@Top_10@LAMBDA_0.15,0.41520284559079900,0.42880819891089800,0.44853168578852400,0.43084757676340700
output-file_Skip_win_3@mu_1000@Top_20@LAMBDA_0.3,0.4244819883559020,0.42685581012418200,0.4408010595632060,0.430712952681097
output-file_Skip_win_7@mu_1000@Top_10@LAMBDA_0.3,0.4263815052225260,0.4269399065736480,0.4387016229663570,0.4306743449208440
output-file_CBOW_win_9@mu_750@Top_10@LAMBDA_0.15,0.4264873609846970,0.42377016993298800,0.44134470924492300,0.430534080054203
output-file_CBOW_win_7@mu_750@Top_5@LAMBDA_0.15,0.4312192565595920,0.4182446827955770,0.4420455051750770,0.4305031481767490
output-file_Skip_win_3@mu_750@Top_15@LAMBDA_0.3,0.4222249066168500,0.42524513948052900,0.44397502964047600,0.430481691912618
output-file_Skip_win_7@mu_1000@Top_5@LAMBDA_0.6,0.42425887267632400,0.4158654139220500,0.4509945854136380,0.430372957337337
output-file_Skip_win_7@mu_500@Top_15@LAMBDA_0.3,0.4215610507452730,0.42261072891151300,0.44694462010311200,0.430372133253299
output-file_Skip_win_7@mu_250@Top_5@LAMBDA_0.15,0.4088491927422070,0.42578359408700500,0.4562539193445270,0.43029556872458
output-file_CBOW_win_5@mu_500@Top_20@LAMBDA_0.15,0.41145896837964000,0.43162101263293300,0.44746705672250300,0.43018234591169200
output-file_CBOW_win_9@mu_750@Top_20@LAMBDA_0.3,0.42179470575695500,0.42502275482716200,0.4432583891230740,0.43002528323573
output-file_Skip_win_9@mu_250@Top_5@LAMBDA_0.15,0.4125603285630900,0.4233984375636720,0.453587309232305,0.429848691786356
output-file_CBOW_win_7@mu_1250@Top_15@LAMBDA_0.3,0.4179349617042420,0.4236892446082020,0.44740325898442100,0.429675821765622
output-file_Skip_win_3@mu_1250@Top_5@LAMBDA_0.15,0.423187406013853,0.4183003675220440,0.4473450479496670,0.429610940495188
output-file_Skip_win_9@mu_500@Top_5@LAMBDA_0.45,0.4260870698983460,0.411381480219547,0.4510748782035510,0.429514476107148
output-file_CBOW_win_9@mu_1000@Top_5@LAMBDA_0.15,0.42613263175144900,0.41892535399775800,0.4430411575013150,0.429366381083507
output-file_Skip_win_3@mu_500@Top_10@LAMBDA_0.15,0.4140626811433460,0.4289839903222600,0.44475062291296600,0.429265764792857
output-file_Skip_win_7@mu_250@Top_5@LAMBDA_0.45,0.41021295584324600,0.4168548299751930,0.46037086689561500,0.429146217571351
output-file_Skip_win_3@mu_750@Top_5@LAMBDA_0.15,0.4234679481108050,0.4213965855598300,0.44249875346601900,0.429121095712218
output-file_Skip_win_7@mu_750@Top_10@LAMBDA_0.3,0.4224556669302320,0.42355572321871700,0.44035410877776400,0.428788499642238
output-file_Skip_win_7@mu_750@Top_15@LAMBDA_0.3,0.4167901767491990,0.4256547023338740,0.44386465296040300,0.428769844014492
output-file_CBOW_win_3@mu_1000@Top_15@LAMBDA_0.3,0.42040956443631200,0.4242296675542870,0.4414134055318010,0.428684212507467
output-file_CBOW_win_7@mu_1250@Top_10@LAMBDA_0.3,0.41415305899796500,0.4282038589206270,0.44355096469629200,0.428635960871628
output-file_CBOW_win_9@mu_1250@Top_10@LAMBDA_0.3,0.41415305899796500,0.4252075661575550,0.44544487017786000,0.42826849844446
output-file_CBOW_win_3@mu_500@Top_15@LAMBDA_0.15,0.40552069629866000,0.43155566554183900,0.4468790727333780,0.427985144857959
output-file_Skip_win_9@mu_250@Top_10@LAMBDA_0.15,0.4080964032293710,0.42201007427609700,0.4538098191096910,0.42797209887172
output-file_Skip_win_9@mu_250@Top_5@LAMBDA_0.6,0.4232325055648300,0.41008184860729800,0.4503333912345270,0.427882581802218
output-file_CBOW_win_9@mu_500@Top_20@LAMBDA_0.15,0.40529568700349400,0.4316190110738670,0.44577009863296100,0.427561598903441
output-file_CBOW_win_5@mu_1250@Top_15@LAMBDA_0.3,0.41657105563722800,0.42190809474887400,0.4442026528503800,0.427560601078827
output-file_CBOW_win_9@mu_500@Top_15@LAMBDA_0.15,0.4058079467046870,0.4293820230277650,0.44700094829356200,0.427396972675338
output-file_Skip_win_5@mu_500@Top_5@LAMBDA_0.15,0.41778661706080700,0.4196093497846240,0.44471777103722200,0.427371245960884
output-file_Skip_win_7@mu_1250@Top_5@LAMBDA_0.45,0.4220261270583730,0.4137958498462120,0.4462603568455400,0.4273607779167080
output-file_Skip_win_7@mu_1250@Top_15@LAMBDA_0.45,0.4164896767089340,0.4302140392552710,0.4347105436400190,0.4271380865347410
output-file_Skip_win_9@mu_750@Top_15@LAMBDA_0.3,0.41480873921569000,0.42665072224963900,0.4396104512876320,0.427023304250987
output-file_Skip_win_9@mu_250@Top_15@LAMBDA_0.15,0.409874962322668,0.41726455252212100,0.4529782442766440,0.426705919707144
output-file_CBOW_win_7@mu_500@Top_10@LAMBDA_0.15,0.4095875859059160,0.4262121185424600,0.4440338676514910,0.4266111906999560
output-file_Skip_win_5@mu_1000@Top_10@LAMBDA_0.45,0.4239644063689750,0.4206007536734180,0.4351050752458450,0.4265567450960790
output-file_Skip_win_7@mu_250@Top_5@LAMBDA_0.3,0.40613555688057400,0.415927432431789,0.4575147053340190,0.426525898215461
output-file_Skip_win_9@mu_500@Top_15@LAMBDA_0.3,0.40960665600114600,0.4230469455310610,0.44689965613904800,0.426517752557085
output-file_CBOW_win_7@mu_500@Top_20@LAMBDA_0.15,0.4014446671791190,0.43104235998339300,0.44704244378075500,0.426509823647756
output-file_CBOW_win_3@mu_750@Top_5@LAMBDA_0.15,0.42431456285090200,0.4152110296298940,0.43974064191278200,0.426422078131193
output-file_Skip_win_3@mu_750@Top_20@LAMBDA_0.3,0.4127926844051760,0.42288319619607000,0.4431735620438780,0.426283147548375
output-file_Skip_win_7@mu_750@Top_5@LAMBDA_0.75,0.4117556990296820,0.41705134417403600,0.44969935150313200,0.426168798235617
output-file_Skip_win_3@mu_1250@Top_15@LAMBDA_0.45,0.41242012377846700,0.4241236977061370,0.44169412080110900,0.426079314095238
output-file_CBOW_win_9@mu_750@Top_15@LAMBDA_0.3,0.41571217673420300,0.41877176249366600,0.4434111126582130,0.425965017295361
output-file_Skip_win_7@mu_250@Top_10@LAMBDA_0.15,0.4122578206522870,0.41514475065373000,0.4497869741418890,0.425729848482635
output-file_Skip_win_3@mu_250@Top_15@LAMBDA_0.3,0.4141395559988750,0.4142157235173320,0.44860364680485700,0.425652975440355
output-file_CBOW_win_7@mu_500@Top_15@LAMBDA_0.3,0.41081809342011500,0.42099467803002600,0.4445700323133600,0.425460934587834
output-file_CBOW_win_5@mu_500@Top_15@LAMBDA_0.15,0.4048828183276510,0.42564387254921300,0.44551816289793600,0.4253482845916
output-file_Skip_win_5@mu_1000@Top_20@LAMBDA_0.3,0.41019897493032000,0.4246506685928000,0.44106132927740000,0.425303657600173
output-file_Skip_win_9@mu_1000@Top_20@LAMBDA_0.3,0.4099747159388030,0.42659239980605600,0.43920494705442200,0.425257354266427
